"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","dw_nominate","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix","contact_form","vacate","successor","non_voting"
"K000382","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000382.json","Ann","Kuster","1956-09-05","F","D","RepAnnieKuster","CongresswomanAnnieKuster",412557,62650,122256,21340,"N00030875","/m/064p47_","H0NH02181","https://kuster.house.gov",NA,FALSE,-0.252,6,2018,1211,41,1,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:nh/cd:2","137 Cannon House Office Building","202-225-5206","202-225-2946","NH","2",FALSE,3302,3.39,94.21,5.79,"McLane","RepKuster",NA,NA,NA,0,0,0
"K000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000392.json","David","Kustoff","1966-10-08","M","R","repdavidkustoff","RepDavidKustoff",412724,28903,48997,21731,"N00025445","/g/11c1qmm_nk","H2TN07103","https://kustoff.house.gov","https://kustoff.house.gov/rss.xml",FALSE,0.541,2,2018,1211,27,0,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:tn/cd:8","508 Cannon House Office Building","202-225-4714",NA,"TN","8",FALSE,4708,2.23,98.47,1.53,NA,NA,NA,NA,NA,0,0,0
"L000573","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000573.json","Raul","Labrador","1967-12-08","M","R","Raul_Labrador","raul.r.labrador",412419,94987,57391,21125,"N00031377","/m/0c3zfwm","H0ID01253","https://labrador.house.gov",NA,FALSE,0.735,8,2018,1211,173,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:id/cd:1","1523 Longworth House Office Building","202-225-6611","202-225-3029","ID","1",FALSE,1601,14.29,93.71,6.29,NA,"RepLabrador","",NA,NA,0,0,0
"L000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000585.json","Darin","LaHood","1968-07-05","M","R","RepLaHood","replahood",412674,70020,128760,21562,"N00037031","/m/0gg7rcy","H6IL18088","https://lahood.house.gov",NA,FALSE,0.449,4,2018,1211,11,0,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:il/cd:18","1424 Longworth House Office Building","202-225-6201",NA,"IL","18",FALSE,1718,0.91,94.89,5.11,"M.",NA,"",NA,NA,0,0,0
"L000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000578.json","Doug","LaMalfa","1960-07-02","M","R","RepLaMalfa","RepLaMalfa",412510,68493,29713,21302,"N00033987","/m/0288tnx","H2CA02142","https://lamalfa.house.gov","https://lamalfa.house.gov/rss.xml",FALSE,0.551,6,2018,1211,29,0,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:ca/cd:1","322 Cannon House Office Building","202-225-3076","530-534-7800","CA","1",FALSE,601,2.39,97.36,2.64,NA,"RepLaMalfa",NA,NA,NA,0,0,0
"L000588","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000588.json","Conor","Lamb","1984-06-27","M","D","RepConorLamb","RepConorLamb",412744,NA,177656,21756,"N00041870","/g/11gdj36kt1","","https://lamb.house.gov","https://lamb.house.gov/rss.xml",FALSE,-0.09,2,2018,362,2,0,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:pa/cd:18",NA,NA,NA,"PA","18",FALSE,4218,0.55,87.22,12.78,NA,NA,NA,NA,NA,0,1,0
"L000564","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000564.json","Doug","Lamborn","1954-05-24","M","R","RepDLamborn","CongressmanDougLamborn",412191,1022846,2698,20704,"N00028133","/m/0fsgdd","H6CO05159","https://lamborn.house.gov",NA,FALSE,0.689,12,2018,1211,16,0,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:co/cd:5","2402 Rayburn House Office Building","202-225-4422","202-226-2638","CO","5",FALSE,805,1.32,97.22,2.78,NA,"CongressmanLamborn",NA,NA,NA,0,0,0
"L000567","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000567.json","Leonard","Lance","1952-06-25","M","R","RepLanceNJ7","CongressmanLance",412290,1031349,4443,20929,"N00000898","/m/077cs4","H6NJ12136","https://lance.house.gov",NA,FALSE,0.329,10,2018,1211,2,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nj/cd:7","2352 Rayburn House Office Building","202-225-5361","202-225-9460","NJ","7",FALSE,3407,0.17,86.78,13.22,NA,"CongressmanLance","",NA,NA,0,0,0
"L000559","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000559.json","Jim","Langevin","1964-04-22","M","D","JimLangevin","CongressmanJimLangevin",400230,86608,55787,20136,"N00009724","/m/02tvqy","H0RI02139","https://langevin.house.gov","https://langevin.house.gov/rss.xml",FALSE,-0.377,18,2018,1211,19,1,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:ri/cd:2","2077 Rayburn House Office Building","202-225-2735","202-225-5976","RI","2",FALSE,4402,1.57,98.02,1.98,NA,"jimlangevin",NA,NA,NA,0,0,0
"L000560","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000560.json","Rick","Larsen","1965-06-15","M","D","RepRickLarsen","RepRickLarsen",400232,86610,56231,20145,"N00009759","/m/025953","H0WA02080","https://larsen.house.gov",NA,FALSE,-0.364,18,2018,1211,38,1,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:wa/cd:2","2113 Rayburn House Office Building","202-225-2605","202-225-4420","WA","2",FALSE,5302,3.14,96.86,3.14,NA,"congressmanlarsen",NA,NA,NA,0,0,0
"L000557","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000557.json","John","Larson","1948-07-22","M","D","RepJohnLarson","RepJohnLarson",400233,36596,17188,29908,"N00000575","/m/024zl9","H8CT01046","https://larson.house.gov","https://larson.house.gov/rss.xml",FALSE,-0.398,20,2018,1211,62,1,"2021-03-02 02:35:42 -0500","ocd-division/country:us/state:ct/cd:1","1501 Longworth House Office Building","202-225-2265","202-225-1031","CT","1",FALSE,901,5.12,97.32,2.68,"B.","RepJohnLarson",NA,NA,NA,0,0,0
"L000566","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000566.json","Robert","Latta","1956-04-18","M","R","BobLatta","boblatta",412256,1028071,9926,20755,"N00012233","/m/02z6_j1","H8OH05036","https://latta.house.gov","https://latta.house.gov/news/rss.aspx",FALSE,0.52,12,2018,1211,0,0,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:oh/cd:5","2448 Rayburn House Office Building","202-225-6405","202-225-1985","OH","5",FALSE,3905,0,97.26,2.74,"E.","CongressmanBobLatta",NA,NA,NA,0,0,0
"L000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000581.json","Brenda","Lawrence","1954-10-18","F","D","RepLawrence","395759603917487",412638,79924,78851,21530,"N00034068","/m/02w_vhg","H2MI14111","https://lawrence.house.gov","https://lawrence.house.gov/rss.xml",FALSE,-0.443,4,2018,1211,29,2,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:mi/cd:14","1213 Longworth House Office Building","202-225-5802","202-226-2356","MI","14",FALSE,2614,2.39,98.18,1.82,NA,NA,NA,NA,NA,0,0,0
"L000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000586.json","Al","Lawson","1948-09-23","M","D","RepAlLawsonJr","RepAlLawsonJr",412693,90480,24263,21732,"N00030642","/m/03cg0sv","H0FL02086","https://lawson.house.gov",NA,FALSE,-0.254,2,2018,1211,76,0,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:fl/cd:5","1337 Longworth House Office Building","202-225-0123",NA,"FL","5",FALSE,1205,6.28,94.47,5.53,NA,NA,NA,NA,NA,0,0,0
"L000551","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000551.json","Barbara","Lee","1946-07-16","F","D","RepBarbaraLee","RepBarbaraLee",400237,54579,8315,29778,"N00008046","/m/024sjy","H8CA09060","https://lee.house.gov",NA,FALSE,-0.683,22,2018,1211,23,1,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:ca/cd:13","2267 Rayburn House Office Building","202-225-2661","202-225-9817","CA","13",FALSE,613,1.9,95.59,4.41,NA,"RepLee",NA,NA,NA,0,0,0
"L000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000589.json","Debbie","Lesko","1958-11-14","F","R","RepDLesko","RepDebbieLesko",412745,NA,106483,21757,"N00042056","/m/0zwmkgq","","https://lesko.house.gov",NA,FALSE,0.718,2,2018,333,2,0,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:az/cd:8",NA,NA,NA,"AZ","8",FALSE,408,0.6,95.15,4.85,NA,NA,NA,NA,NA,0,1,0
"L000263","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000263.json","Sander","Levin","1931-09-06","M","D","RepSandyLevin","RepSandyLevin",400238,251,26918,15033,"N00003950","/m/02n8p2","H2MI17023","https://levin.house.gov",NA,FALSE,-0.379,36,2018,1211,1,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mi/cd:9","1236 Longworth House Office Building","202-225-4961","202-226-1033","MI","9",FALSE,2609,0.08,98.47,1.53,"M.","mi12yes","",NA,NA,0,0,0
"L000587","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000587.json","Jason","Lewis","1955-09-23","M","R","RepJasonLewis","RepJasonLewis",412711,155,171558,21733,"N00038400","/m/0fx5rd","H6MN02149","https://jasonlewis.house.gov",NA,FALSE,0.506,2,2018,1211,33,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mn/cd:2","418 Cannon House Office Building","202-225-2271",NA,"MN","2",FALSE,2702,2.73,97.01,2.99,NA,NA,"",NA,NA,0,0,0
"L000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000287.json","John","Lewis","1940-02-21","M","D","RepJohnLewis","RepJohnLewis",400240,2528,26820,15431,"N00002577","/m/02555z","H6GA05217","https://johnlewis.house.gov",NA,FALSE,-0.59,32,2018,1211,74,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ga/cd:5","343 Cannon House Office Building","202-225-3801","202-225-0351","GA","5",FALSE,1305,6.11,97.11,2.89,NA,"repjohnlewis",NA,NA,NA,0,0,0
"L000582","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000582.json","Ted","Lieu","1969-03-29","M","D","RepTedLieu","RepTedLieu",412616,28076,1516,21507,"N00035825","/m/0f3y2w","H4CA33119","https://lieu.house.gov","https://lieu.house.gov/rss.xml",FALSE,-0.361,4,2018,1211,107,4,"2021-03-02 02:35:43 -0500","ocd-division/country:us/state:ca/cd:33","236 Cannon House Office Building","202-225-3976","202-225-4099","CA","33",FALSE,633,8.84,96.65,3.35,NA,NA,NA,NA,NA,0,0,0
"L000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000563.json","Daniel","Lipinski","1966-07-15","M","D","RepLipinski","repdanlipinski",400630,1013046,33692,20508,"N00027239","/m/0508fv","H4IL03077","https://lipinski.house.gov",NA,FALSE,-0.232,14,2018,1211,55,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:il/cd:3","2346 Rayburn House Office Building","202-225-5701","202-225-1012","IL","3",FALSE,1703,4.54,91.66,8.34,NA,"lipinski03",NA,NA,NA,0,0,0
"L000554","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000554.json","Frank","LoBiondo","1946-05-12","M","R","RepLoBiondo","FrankLoBiondo",400244,30867,21890,29539,"N00000851","/m/025y0c","H2NJ02037","https://lobiondo.house.gov",NA,FALSE,0.211,24,2018,1211,10,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nj/cd:2","2427 Rayburn House Office Building","202-225-6572","202-225-3318","NJ","2",FALSE,3402,0.83,84.69,15.31,"A.","USRepFrankLoBiondo","",NA,NA,0,0,0
"L000565","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000565.json","Dave","Loebsack","1952-12-23","M","D","DaveLoebsack","DaveLoebsack",412209,1022883,68964,20720,"N00027741","/m/0gtmqs","H6IA02146","https://loebsack.house.gov","https://loebsack.house.gov/news/rss.aspx",FALSE,-0.276,12,2018,1211,25,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ia/cd:2","1527 Longworth House Office Building","202-225-6576","202-226-0757","IA","2",FALSE,1902,2.06,94.12,5.88,NA,"congressmanloebsack",NA,NA,NA,0,0,0
"L000397","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000397.json","Zoe","Lofgren","1947-12-21","F","D","RepZoeLofgren","zoelofgren",400245,36520,21899,29504,"N00007479","/m/024t94","H4CA16049","https://lofgren.house.gov","https://lofgren.house.gov/rss.xml",FALSE,-0.402,24,2018,1211,37,6,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:ca/cd:19","1401 Longworth House Office Building","202-225-3072","202-225-3336","CA","19",FALSE,619,3.06,96.15,3.85,NA,"RepZoeLofgren",NA,NA,NA,0,0,0
"L000576","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000576.json","Billy","Long","1955-08-11","M","R","USRepLong","Rep.Billy.Long",412445,61880,123401,21150,"N00030676","/m/0ds17_9","H0MO07113","https://long.house.gov",NA,FALSE,0.551,8,2018,1211,114,0,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:mo/cd:7","2454 Rayburn House Office Building","202-225-6536","202-225-5604","MO","7",FALSE,2907,9.41,98.08,1.92,NA,"MOdistrict7",NA,NA,NA,0,0,0
"L000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000583.json","Barry","Loudermilk","1963-12-22","M","R","RepLoudermilk","reploudermilk",412624,76165,31618,21515,"N00035347","/m/0wqdmcm","H4GA11061","https://loudermilk.house.gov",NA,FALSE,0.668,4,2018,1211,83,0,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:ga/cd:11","329 Cannon House Office Building","202-225-2931","202-225-2944","GA","11",FALSE,1311,6.85,97.24,2.76,NA,NA,NA,NA,NA,0,0,0
"L000584","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000584.json","Mia","Love","1975-12-06","F","R","repmialove","repmialove",412656,67205,135957,21552,"N00033842","/m/09v75sn","H2UT04023","https://love.house.gov",NA,FALSE,0.542,4,2018,1211,78,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ut/cd:4","217 Cannon House Office Building","202-225-3011","202-225-5638","UT","4",FALSE,4904,6.44,96.18,3.82,NA,NA,"",NA,NA,0,0,0
"L000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000579.json","Alan","Lowenthal","1941-03-08","M","D","RepLowenthal","RepLowenthal",412521,93815,16469,21313,"N00033274","/m/027jz0m","H2CA00104","https://lowenthal.house.gov",NA,FALSE,-0.449,6,2018,1211,95,2,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:ca/cd:47","125 Cannon House Office Building","202-225-7924","202-225-7926","CA","47",FALSE,647,7.84,97.05,2.95,NA,"RepLowenthal",NA,NA,NA,0,0,0
"L000480","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000480.json","Nita","Lowey","1937-07-05","F","D","NitaLowey","RepLowey",400246,6110,26982,15612,"N00001024","/m/03tv8l","H8NY20056","https://lowey.house.gov","https://lowey.house.gov/rss.xml",FALSE,-0.389,30,2018,1211,14,2,"2019-11-18 02:30:18 -0500","ocd-division/country:us/state:ny/cd:17","2365 Rayburn House Office Building","202-225-6506","202-225-0546","NY","17",FALSE,3617,1.16,98.2,1.8,"M.","nitalowey",NA,NA,NA,0,0,0
"L000491","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000491.json","Frank","Lucas","1960-01-06","M","R","RepFrankLucas","RepFrankLucas",400247,35692,27032,29393,"N00005559","/m/033tnk","H4OK06056","https://lucas.house.gov","https://lucas.house.gov/rss.xml",FALSE,0.363,26,2018,1211,8,0,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:ok/cd:3","2405 Rayburn House Office Building","202-225-5565","202-225-8698","OK","3",FALSE,4003,0.66,97.66,2.34,"D.","RepFrankLucas",NA,NA,NA,0,0,0
"L000569","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000569.json","Blaine","Luetkemeyer","1952-05-07","M","R","RepBlaine","BlaineLuetkemeyer",412292,1031348,20400,20926,"N00030026","/m/04ycpq1","H8MO09153","https://luetkemeyer.house.gov","https://luetkemeyer.house.gov/news/rss.aspx",FALSE,0.446,10,2018,1211,15,0,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:mo/cd:3","2230 Rayburn House Office Building","202-225-2956","202-225-5712","MO","3",FALSE,2903,1.24,98.15,1.85,NA,"BLuetkemeyer",NA,NA,NA,0,0,0
"L000570","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000570.json","Ben","Lujan","1972-06-07","M","D","SenatorLujan","RepBenRayLujan",412293,1031351,102842,20932,"N00029562","/m/0412qzq","H8NM03196","https://www.lujan.senate.gov",NA,FALSE,-0.368,10,2018,1211,3,2,"2021-01-03 11:38:11 -0500","ocd-division/country:us/state:nm/cd:3","2231 Rayburn House Office Building","202-225-6190","202-226-1528","NM","3",FALSE,3503,0.25,97.37,2.63,"Ray","Repbenraylujan",NA,NA,NA,0,0,0
"L000580","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000580.json","Michelle","Lujan Grisham","1959-10-24","F","D","RepLujanGrisham","RepLujanGrisham",412558,94791,102404,21341,"N00029400","/m/0n3vkrv","H8NM01257","https://lujangrisham.house.gov",NA,FALSE,-0.313,6,2018,1209,123,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nm/cd:1","214 Cannon House Office Building","202-225-6316","202-225-4975","NM","1",FALSE,3501,10.17,94.52,5.48,NA,"RepLujanGrisham","",NA,NA,1,0,0
"L000562","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000562.json","Stephen","Lynch","1955-03-31","M","D","RepStephenLynch","repstephenlynch",400249,1000222,4844,20119,"N00013855","/m/028vsz","H2MA09072","https://lynch.house.gov",NA,FALSE,-0.351,18,2018,1211,45,0,"2021-03-02 02:35:44 -0500","ocd-division/country:us/state:ma/cd:8","2268 Rayburn House Office Building","202-225-8273","202-225-3984","MA","8",FALSE,2508,3.72,95.69,4.31,"F.","RepLynch",NA,NA,NA,0,0,0
"M001193","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001193.json","Tom","MacArthur","1960-10-16","M","R","RepTomMacArthur","CongressmanTomMacArthur",412643,76315,152113,21537,"N00036155","/m/0127f8tk","H4NJ03130","https://macarthur.house.gov",NA,FALSE,0.206,4,2018,1211,13,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nj/cd:3","506 Cannon House Office Building","202-225-4765","202-225-0778","NJ","3",FALSE,3403,1.07,90.6,9.4,NA,NA,"",NA,NA,0,0,0
"M000087","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000087.json","Carolyn","Maloney","1946-02-19","F","D","RepMaloney","RepCarolynMaloney",400251,26162,26978,29379,"N00000078","/m/03txd5","H2NY14037","https://maloney.house.gov","https://maloney.house.gov/rss.xml",FALSE,-0.387,26,2018,1211,52,2,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ny/cd:12","2308 Rayburn House Office Building","202-225-7944","202-225-4709","NY","12",FALSE,3612,4.29,97.43,2.57,"B.","carolynbmaloney",NA,NA,NA,0,0,0
"M001185","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001185.json","Sean","Maloney","1966-07-30","M","D","RepSeanMaloney","RepSeanMaloney",412562,79760,139760,21344,"N00034277","/m/0b697g","H2NY22139","https://seanmaloney.house.gov","https://seanmaloney.house.gov/rss.xml",FALSE,-0.235,6,2018,1211,45,1,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ny/cd:18","1027 Longworth House Office Building","202-225-5441","202-225-3289","NY","18",FALSE,3618,3.72,94.27,5.73,"Patrick",NA,NA,NA,NA,0,0,0
"M001158","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001158.json","Kenny","Marchant","1951-02-23","M","R","RepKenMarchant","RepKennyMarchant",400656,1013059,5549,20532,"N00026710","/m/04cvjb","H4TX24094","https://marchant.house.gov",NA,FALSE,0.6,14,2018,1211,78,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:24","2369 Rayburn House Office Building","202-225-6605","202-225-0074","TX","24",FALSE,4824,6.44,96.81,3.19,NA,"RepKennyMarchant",NA,NA,NA,0,0,0
"M001179","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001179.json","Tom","Marino","1952-08-15","M","R","RepTomMarino","CongressmanMarino",412468,95129,119478,21170,"N00031777","/m/02qv_mf","H0PA10078","https://marino.house.gov","https://marino.house.gov/rss.xml",FALSE,0.351,8,2018,1211,90,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:pa/cd:10","2242 Rayburn House Office Building","202-225-3731","202-225-9594","PA","10",FALSE,4210,7.43,96.23,3.77,NA,"RepMarino",NA,NA,NA,0,0,0
"M001198","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001198.json","Roger","Marshall","1960-08-09","M","R","SenatorMarshall","rogermarshallmd",412704,103425,172080,21734,"N00037034","/g/11c4btdtm1","H6KS01179","https://www.marshall.senate.gov","https://www.marshall.senate.gov/media/press-releases/feed/",FALSE,0.494,2,2018,1211,4,0,"2021-01-03 11:39:49 -0500","ocd-division/country:us/state:ks/cd:1","312 Cannon House Office Building","202-225-2715",NA,"KS","1",FALSE,2001,0.33,96.92,3.08,NA,NA,NA,NA,NA,0,0,0
"M001184","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001184.json","Thomas","Massie","1971-01-13","M","R","RepThomasMassie","RepThomasMassie",412503,79951,132068,31102,"N00034041","/m/0h_cb6v","H2KY04121","https://massie.house.gov",NA,FALSE,0.663,8,2018,1211,12,0,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ky/cd:4","2453 Rayburn House Office Building","202-225-3465","202-225-0003","KY","4",FALSE,2104,0.99,76.13,23.87,NA,"repthomasmassie",NA,NA,NA,0,0,0
"M001199","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001199.json","Brian","Mast","1980-07-10","M","R","repbrianmast","repbrianmast",412698,104540,166245,21735,"N00037269","/g/11cs5xxx_f","H6FL18097","https://mast.house.gov",NA,FALSE,0.333,2,2018,1211,11,0,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:fl/cd:18","2182 Rayburn House Office Building","202-225-3026",NA,"FL","18",FALSE,1218,0.91,90.79,9.21,NA,"repbrianmast",NA,NA,NA,0,0,0
"M001163","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001163.json","Doris","Matsui","1944-09-25","F","D","DorisMatsui","doris.matsui",400663,26602,28593,20538,"N00027459","/m/059hdf","H6CA05195","https://matsui.house.gov",NA,FALSE,-0.435,14,2018,1211,16,2,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ca/cd:6","2311 Rayburn House Office Building","202-225-7163","202-225-0566","CA","6",FALSE,606,1.32,97.68,2.32,NA,"RepDorisMatsui",NA,NA,NA,0,0,0
"M001165","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001165.json","Kevin","McCarthy","1965-01-26","M","R","GOPLeader","CongressmanKevinMcCarthy",412190,85231,28918,20703,"N00028152","/m/074qxm","H6CA22125","https://kevinmccarthy.house.gov","https://kevinmccarthy.house.gov/rss.xml",FALSE,0.462,12,2018,1211,19,0,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ca/cd:23","2421 Rayburn House Office Building","202-225-2915","202-225-2908","CA","23",FALSE,623,1.57,98.57,1.43,NA,"repkevinmccarthy","Majority Leader",NA,NA,0,0,0
"M001157","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001157.json","Michael","McCaul","1962-01-14","M","R","RepMcCaul","michaeltmccaul",400654,1013056,49210,20530,"N00026460","/m/0492cz","H4TX10093","https://mccaul.house.gov","https://mccaul.house.gov/rss.xml",FALSE,0.449,14,2018,1211,25,0,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:tx/cd:10","2001 Rayburn House Office Building","202-225-2401","202-225-5955","TX","10",FALSE,4810,2.06,98.39,1.61,NA,"MichaelTMcCaul",NA,NA,NA,0,0,0
"M001177","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001177.json","Tom","McClintock","1956-07-10","M","R","RepMcClintock","81125319109",412295,30359,9715,20903,"N00006863","/m/01r6jp","H8CA04152","https://mcclintock.house.gov","https://mcclintock.house.gov/rss.xml",FALSE,0.753,10,2018,1211,10,0,"2021-03-02 02:35:45 -0500","ocd-division/country:us/state:ca/cd:4","2312 Rayburn House Office Building","202-225-2511","202-225-5444","CA","4",FALSE,604,0.83,93.89,6.11,NA,"McClintockCA04",NA,NA,NA,0,0,0
"M001143","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001143.json","Betty","McCollum","1954-07-12","F","D","BettyMcCollum04","repbettymccollum",400259,86670,3812,20122,"N00012942","/m/0249hy","H0MN04049","https://mccollum.house.gov","https://mccollum.house.gov/rss.xml",FALSE,-0.417,18,2018,1211,16,1,"2021-03-02 02:35:46 -0500","ocd-division/country:us/state:mn/cd:4","2256 Rayburn House Office Building","202-225-6631","202-225-1968","MN","4",FALSE,2704,1.32,96.56,3.44,NA,"BMcCollum04",NA,NA,NA,0,0,0
"M001200","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001200.json","A.","McEachin","1961-10-10","M","D","RepMcEachin","RepMcEachin",412728,103621,8230,21736,"N00039327","/m/0979v6","H6VA04061","https://mceachin.house.gov","https://mceachin.house.gov/rss.xml",FALSE,-0.393,2,2018,1211,45,1,"2021-03-02 02:35:46 -0500","ocd-division/country:us/state:va/cd:4","314 Cannon House Office Building","202-225-6365",NA,"VA","4",FALSE,5104,3.72,97.27,2.73,"Donald",NA,NA,NA,NA,0,0,0
"M000312","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000312.json","Jim","McGovern","1959-11-20","M","D","RepMcGovern","RepJimMcGovern",400263,45976,552,29729,"N00000179","/m/028vn7","H4MA03022","https://mcgovern.house.gov",NA,FALSE,-0.539,22,2018,1211,17,2,"2021-03-02 02:35:46 -0500","ocd-division/country:us/state:ma/cd:2","438 Cannon House Office Building","202-225-6101","202-225-5759","MA","2",FALSE,2502,1.4,96.47,3.53,NA,"repjimmcgovern",NA,NA,NA,0,0,0
"M001156","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001156.json","Patrick","McHenry","1975-10-22","M","R","PatrickMcHenry","CongressmanMcHenry",400644,1007062,21031,20522,"N00026627","/m/02b4rz","H4NC10047","https://mchenry.house.gov","https://mchenry.house.gov/news/rss.aspx",FALSE,0.577,14,2018,1211,28,0,"2021-03-02 02:35:46 -0500","ocd-division/country:us/state:nc/cd:10","2334 Rayburn House Office Building","202-225-2576","202-225-0316","NC","10",FALSE,3710,2.31,98.64,1.36,"T.","CongressmanMcHenry",NA,NA,NA,0,0,0
"M001180","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001180.json","David","McKinley","1947-03-28","M","R","RepMcKinley","RepMcKinley",412487,9269013,117396,21188,"N00031681","/m/0crj8tf","H0WV01072","https://mckinley.house.gov",NA,FALSE,0.287,8,2018,1211,4,0,"2021-03-02 02:35:46 -0500","ocd-division/country:us/state:wv/cd:1","2239 Rayburn House Office Building","202-225-4172","202-225-7564","WV","1",FALSE,5401,0.33,91.67,8.33,NA,"RepDavidMcKinley",NA,NA,NA,0,0,0
